"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significant"
"Ada",374.68856396154,0.304118346940153,0.422878762644587,0.719162024212959,0.472041094979397,0.987505668708798,"No"
"Ndufaf4",865.423593001344,0.304441852390175,0.336150450760406,0.905671409041687,0.365109799878465,0.986431108036912,"No"
"Ggh",197.095921960387,0.3044807108642,0.460900088684109,0.660621940285379,0.508854795020554,0.993051095620652,"No"
"Ccdc57",113.658994890009,0.304572260622082,0.492112860701565,0.618907338019735,0.535977404116653,0.993510072947053,"No"
"Nfatc3",2939.01893986645,0.304690183050696,0.255253852819748,1.19367515782752,0.232605061676788,0.963717984681481,"No"
"Nedd9",1024.98400181248,0.304720236998984,0.582608537359533,0.523027414565569,0.6009551757128,0.996997576622408,"No"
"Tha1",40.9849101692274,0.305154992438774,0.655523970936296,0.465513094819272,0.641564061627771,0.996997576622408,"No"
"Ppp1r11",703.924101712358,0.305199491359939,0.222824142438695,1.36968771884271,0.170784403993761,0.922861672918309,"No"
"Zfp771",593.983872572494,0.305271403170374,0.316552984064095,0.964361160811433,0.334864887343997,0.986431108036912,"No"
"Ubtf",5208.22378174116,0.305470740056736,0.218199200391851,1.39996269238457,0.161524490708718,0.919403277820364,"No"
"Cinp",1133.56859450465,0.305577576542388,0.361377909734815,0.845590082599753,0.397781459959939,0.986431108036912,"No"
"Rwdd1",1710.15194156815,0.305667652402511,0.163804855979913,1.86604756357158,0.0620347112612383,0.772015703681422,"No"
"Rpl36a",3564.4484451415,0.305695802785996,0.203475065320071,1.50237476176813,0.133000350566073,0.889890467285954,"No"
"Letm1",1630.37850526735,0.305823405402028,0.155737945044254,1.9637051542906,0.0495642945337826,0.73899432623488,"No"
"Siah1b",598.005976348453,0.305871105287158,0.24748433062402,1.23592109656364,0.216487894349959,0.956740587802486,"No"
"Ddx41",1482.40136646087,0.306002662502808,0.372046212088384,0.82248562829102,0.41080056283877,0.986431108036912,"No"
"Ppp5c",2495.09368888174,0.306048701669817,0.335133273071259,0.913214909594315,0.361129523948959,0.986431108036912,"No"
"Kpna1",1901.43543590875,0.306072734791062,0.265248363227808,1.1539099848401,0.248537075168137,0.969360940991421,"No"
"Rps10",11531.8757562575,0.306281845866048,0.184887837054782,1.65658190795588,0.0976040326238805,0.835148916480768,"No"
"Fam174a",245.612705889104,0.306350109159417,0.401825999059622,0.762394941781657,0.445824324262545,0.987398247020136,"No"
"Mtr",922.755549584559,0.306624946810618,0.26424995956189,1.16035948432682,0.245902475171131,0.969360940991421,"No"
"Diablo",824.571905697698,0.306639630597774,0.292979149626479,1.04662611994305,0.29527205019021,0.979512662920684,"No"
"Tonsl",585.845484694917,0.306656275978059,0.372008847591271,0.82432522227263,0.409754790973454,0.986431108036912,"No"
"Tgfbr3l",36.2147483640389,0.306725831015798,0.821657739007517,0.373301213454513,0.708924273415578,0.99807472321982,"No"
"Dnajc28",82.5731772030784,0.306785077696706,0.647060695284349,0.474121021308348,0.635413609037692,0.996997576622408,"No"
"Pigx",379.327454183151,0.306814097014502,0.283251340771829,1.08318674212968,0.278725543212724,0.979512662920684,"No"
"Pex12",288.09253753888,0.307051033082884,0.299216380432211,1.02618390289782,0.304804907444915,0.979956325772239,"No"
"Las1l",1648.81216127274,0.307051219184928,0.190963280018796,1.60790712829559,0.107855520426305,0.854700115577855,"No"
"Tipin",1610.33067540336,0.307123198884428,0.174482651236007,1.76019332987444,0.0783750325447663,0.814735803430478,"No"
"Fam221a",29.610044825127,0.30714116181689,0.850278014321455,0.361224395601946,0.717931706558175,0.99807472321982,"No"
"Zbtb38",1779.03544982193,0.307324860499017,0.530590867474339,0.579212495612507,0.562445800412772,0.996160290189011,"No"
"Crtap",2866.2409100593,0.307446169416906,0.216501017489719,1.42006801160418,0.155587881909201,0.916481934440584,"No"
"Tgfbr3",1773.11633431836,0.30758675909528,0.47323173985008,0.649970687073364,0.51571115632228,0.993051095620652,"No"
"2510002D24Rik",203.959652276736,0.307641722574124,0.695466873316807,0.44235280554331,0.658233924724192,0.996997576622408,"No"
"Zfp932",358.039082119548,0.30767467736197,0.354256680282989,0.868507764246513,0.385116423705067,0.986431108036912,"No"
"Rp9",697.316558508231,0.307707191469984,0.239869408179839,1.28281131722843,0.199558188213133,0.945477234728415,"No"
"Pla2g15",385.221659847715,0.308036831019984,0.41245698861813,0.746833826363354,0.455163874251898,0.987398247020136,"No"
"Fastk",1348.81142920218,0.308309298993893,0.177984557217485,1.7322249964482,0.083233510127645,0.818998054313608,"No"
"Scaper",267.145815263976,0.308337949276539,0.256683917891616,1.20123594734413,0.229659688870106,0.960093796129069,"No"
"Prkce",361.950777171855,0.308385276060731,0.384916244156628,0.801175010777784,0.423030335799836,0.986431108036912,"No"
"Ssr1",7534.05220908265,0.308443955732137,0.336504450128343,0.916611817806558,0.359346089437456,0.986431108036912,"No"
"Sema4f",17.5409730796153,0.308476875989249,0.92470698968623,0.333594186515147,0.738685805693701,0.99807472321982,"No"
"Gvin1",145.495912253817,0.308774614027827,1.18802892939031,0.259904962235464,0.794937083472555,0.99807472321982,"No"
"Rpl27",12566.1486182254,0.308910302294981,0.178723970466612,1.72842121562362,0.0839127345750411,0.818998054313608,"No"
"Tmem69",422.828549569519,0.308967349589813,0.308133087181129,1.00270747428105,0.31600202258025,0.983272231383678,"No"
"Cmc4",33.5596105265264,0.309012927932782,0.627406000310155,0.492524661511084,0.62234849236087,0.996997576622408,"No"
"Wdr36",2862.67353059319,0.309030373333205,0.361369791766406,0.855163824908105,0.392460459813615,0.986431108036912,"No"
"Chmp1a",2108.1599963695,0.309129671825088,0.251160619939255,1.23080470138931,0.218395916761608,0.956740587802486,"No"
"Ap1g2",329.302621137537,0.309219653544017,0.537658271759132,0.575123028484802,0.565208094553374,0.99654916387982,"No"
"Tspyl4",175.798260043271,0.309232815637024,0.56351088262865,0.548761035802046,0.583169453277943,0.996997576622408,"No"
"Timm10",329.360533717201,0.309275360549584,0.2973437948763,1.04012717224601,0.298280821105445,0.979512662920684,"No"
"Msh5",30.7119027058251,0.309346448936913,0.656200187952732,0.471420847808712,0.637340231139609,0.996997576622408,"No"
"Hdac10",391.487277202381,0.309383049023357,0.372795579162475,0.82989999430363,0.406595328119815,0.986431108036912,"No"
"Abhd8",1187.13811082891,0.309685528022796,0.388616996301808,0.796891363398547,0.425514127221943,0.986431108036912,"No"
"Tram1l1",131.362087208452,0.309880662105957,0.847721095952219,0.36554553565507,0.714704222436321,0.99807472321982,"No"
"Scap",2839.30697775212,0.309901888215963,0.136699668301794,2.26702736053308,0.023388554363085,0.627281028017939,"No"
"Hikeshi",540.714991273109,0.309965658025022,0.29951227440574,1.03490135300806,0.300714982715507,0.979956325772239,"No"
"Dag1",4422.26098136187,0.31015222875613,0.205677751334437,1.50795225416392,0.131566747389857,0.889204050740889,"No"
"Dlat",2346.19359987592,0.310257903586628,0.212211727056127,1.46202053906554,0.143735581612312,0.904455023190299,"No"
"Farsa",2681.71228008423,0.310589046353702,0.161739248001701,1.92030722407238,0.0548191044194092,0.747264529029856,"No"
"Pstk",256.229033330728,0.310740687681921,0.299601416454172,1.03718030228156,0.299651836269317,0.979956325772239,"No"
"Ccsap",243.102347228313,0.310843984154597,0.25984775622564,1.19625425545208,0.231597354104468,0.961192732698358,"No"
"Dedd2",197.83879914286,0.311021243594094,0.414912063910731,0.749607617244435,0.453491061795242,0.987398247020136,"No"
"Ppil4",1011.36992124388,0.311184021938242,0.168624490877071,1.84542601326576,0.0649755919557346,0.779284640303736,"No"
"Arpc5l",880.862138025366,0.311204732450137,0.177835659731767,1.74995685859368,0.080125758258385,0.81597415311658,"No"
"Mtx1",264.850341103424,0.311228080146636,0.278908772623132,1.11587770158515,0.264474487801385,0.975784969513663,"No"
"Spsb3",828.239211301946,0.311274579171747,0.208636173813289,1.49194923144206,0.135712455019922,0.894362541853841,"No"
"Sdad1",2076.56198324039,0.311304872463741,0.271822655494696,1.14524991265791,0.252105647755918,0.969360940991421,"No"
"Bcdin3d",141.259509397079,0.311458324093646,0.449739688795362,0.692530216596836,0.488604416805096,0.992824348632804,"No"
"Bag1",2821.41379889357,0.311564935963313,0.207557757839615,1.50109993096026,0.133329716684069,0.889890467285954,"No"
"Dhx16",1837.15403519101,0.311583756818921,0.203781338816345,1.52901025495632,0.126261901689906,0.881069484906063,"No"
"Rsl1d1",6211.89684433063,0.311703854695941,0.177240982704184,1.75864436057758,0.0786379332828863,0.81597415311658,"No"
"Svip",33.0142605072414,0.311728027356047,1.23477589007373,0.252457170456603,0.800687715124929,0.99807472321982,"No"
"Relb",209.936178544839,0.311767394470909,0.431132440552637,0.723136013776365,0.469596325354237,0.987398247020136,"No"
"H2-T24",123.936224126011,0.311778003226626,0.423504517979615,0.736185778404455,0.461617645904741,0.987398247020136,"No"
"Eif2b4",973.818000175282,0.311902794561175,0.323041608594674,0.965518949456834,0.334284949395158,0.986431108036912,"No"
"Kcnk5",225.512098025998,0.311920187645836,0.676945511167915,0.460775915490877,0.644959382863367,0.996997576622408,"No"
"Slc6a9",634.144706713367,0.311920426766859,0.436518288260227,0.714564395480517,0.474878251898789,0.989533662730988,"No"
"Dclk1",575.272345613083,0.311928546986527,1.00355664106217,0.310823060924973,NA,NA,"No"
"AB010352",149.464076638619,0.311952328447384,0.48448646634201,0.643882440726775,0.51965166903025,0.993051095620652,"No"
"Bag4",704.041538380454,0.311966675103475,0.268444075220984,1.16212911328612,0.245183023245205,0.969360940991421,"No"
"Gm31255",27.4052804632546,0.3120611775291,0.832217606737078,0.374975457143493,0.707678719510967,0.99807472321982,"No"
"Elp5",1349.16882309548,0.312127238546548,0.222588072293823,1.40226399074309,0.160836429150367,0.919403277820364,"No"
"Got2",9182.69068599702,0.312216514212342,0.197638820938966,1.57973273028562,0.114168086730624,0.86203619888845,"No"
"Kti12",1479.47278598145,0.312406068621868,0.306724010073887,1.01852498781107,0.308428532031863,0.979956325772239,"No"
"Gstm4",103.616753411653,0.312409046628272,0.572456597329118,0.545734031341176,0.58524877542995,0.996997576622408,"No"
"Rps29",2249.87411468443,0.312409413482316,0.367419695914384,0.850279440531445,0.395169744208275,0.986431108036912,"No"
"Slc35c1",764.893301551736,0.312464364245117,0.178558840499816,1.7499237975027,0.0801314636987155,0.81597415311658,"No"
"Lrrc14",810.411610942227,0.312575228755475,0.221867114687706,1.40883983277759,0.158882533883754,0.918402721449847,"No"
"Abhd17c",1326.01326006901,0.312689207443291,0.329476400592365,0.94904887537046,0.342595754601673,0.986431108036912,"No"
"Spata7",124.971138514186,0.312728571569538,0.492674522318648,0.634756938714347,0.525586951827263,0.993051095620652,"No"
"Tma7-ps",200.314703781482,0.313103127527307,0.453158154342079,0.69093565795343,0.48960597636915,0.992824348632804,"No"
"Ung",697.607304475667,0.313145577429795,0.22152128782961,1.41361392621851,0.157475290087551,0.917995830330888,"No"
"Kyat1",92.5674239505827,0.313299278093178,0.516975167233002,0.60602384398857,0.54449891991102,0.993719153056795,"No"
"Gm14419",281.960311598178,0.31336120559829,0.602403147538468,0.520185206333569,0.602934495269306,0.996997576622408,"No"
"Tars2",1230.34669589122,0.313528996211952,0.229659208847412,1.36519235516597,0.172192600516794,0.922861672918309,"No"
"Sec61b",1442.87009380771,0.313783197927824,0.356479180293066,0.880228678908705,0.378735440263535,0.986431108036912,"No"
"Zfp830",431.024235320744,0.313854929571739,0.283036829886197,1.10888370851925,0.267480352746586,0.975981739809605,"No"
"Incenp",3120.48718675036,0.313872838099434,0.14699136163502,2.13531485529593,0.0327353002970428,0.673053388901209,"No"
"Gpsm2",1253.3338843834,0.313890737287195,0.199705195170416,1.57177051412879,0.116003782086102,0.865035578005785,"No"
"Fam161b",25.2141037993749,0.314282121921733,0.693238927691778,0.453353251480226,0.650294393285891,0.996997576622408,"No"
"Fam118a",604.24186653701,0.314459533526435,0.314141878598651,1.00101118300177,0.316821401908655,0.983919307696152,"No"
"Rnft2",78.272104240096,0.314563629290329,0.487053806666658,0.645849852695264,0.518376598701314,0.993051095620652,"No"
"Mtg1",307.65880642509,0.314787018900285,0.332780724847578,0.945929242279479,0.344184677308073,0.986431108036912,"No"
"Champ1",1797.98208059088,0.314867881903278,0.190038121868259,1.65686694231569,0.097546379151526,0.835148916480768,"No"
"Ccdc86",2238.9512738459,0.314959126358315,0.435201883492631,0.723708095724839,0.46924496190562,0.987398247020136,"No"
"Dnajb1",1291.01808577359,0.315088316323567,0.232913823805472,1.35281071417524,0.176116109026731,0.928625898542337,"No"
"Exoc8",855.561648647528,0.315228351763981,0.180428149485161,1.74711292369546,0.0806177520548748,0.81597415311658,"No"
"Mrps34",792.090156963529,0.315795470747169,0.2304998650913,1.37004622810553,0.170672471563616,0.922861672918309,"No"
"Mad2l1",2282.26381391049,0.315809869710143,0.180506071584075,1.7495803157128,0.0801907587959073,0.81597415311658,"No"
