"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significant"
"Pafah2",421.870158434262,-0.213394772463309,0.384995408545888,-0.554278746516204,0.579388093335484,0.999944754498866,"No"
"Uap1l1",834.247584122616,-0.21339022860702,0.542631820063982,-0.393250489036672,0.69413448245088,0.999944754498866,"No"
"Ergic3",2030.88799906004,-0.21329406613235,0.169449204493821,-1.25874929168008,0.208120901248986,0.988993729613143,"No"
"Cnksr3",630.82384653758,-0.212946876962875,0.414634746374941,-0.513577018869312,0.607547750247043,0.999944754498866,"No"
"Mlkl",258.368162933659,-0.212762853922109,0.927642171075553,-0.229358755516065,0.818590090052999,0.999944754498866,"No"
"Inpp4a",256.465343079382,-0.212732190351442,0.323313804287014,-0.657974350401054,0.51055461305806,0.999944754498866,"No"
"Eif4g3",1988.79173183537,-0.212708337389385,0.388523407758868,-0.547478821459838,0.5840498166002,0.999944754498866,"No"
"Zfp97",135.38288752051,-0.212184863701531,0.631124396916889,-0.336201333268175,0.73671904756674,0.999944754498866,"No"
"Zfp740",2314.02662017165,-0.212101235756569,0.167835985517646,-1.26374111667649,0.206322962081918,0.988805520276758,"No"
"Tnc",2672.90453774749,-0.212013119089921,0.564064667163862,-0.375866689462985,0.707016005685347,0.999944754498866,"No"
"Man2c1",701.114607392316,-0.211997914587145,0.239955755334681,-0.883487517486123,0.376972923858287,0.999944754498866,"No"
"Sap30bp",1308.4562082498,-0.211968398204254,0.228201244574251,-0.928866091855535,0.35295848754942,0.999944754498866,"No"
"Zfp30",128.438409108981,-0.211921870306471,0.335420699224927,-0.631809160246132,0.527511587223323,0.999944754498866,"No"
"Tmeff1",1371.32976564199,-0.211878805782889,0.696668696049309,-0.304131371173153,0.761027807402788,0.999944754498866,"No"
"St3gal3",264.820392650716,-0.211865843426942,0.299961647221196,-0.706309774564976,0.479995516147528,0.999944754498866,"No"
"Chd8",2331.40303275419,-0.211823071680703,0.26271320378496,-0.806290162157543,0.420075561643324,0.999944754498866,"No"
"Ripor1",1474.39966856465,-0.211622827508918,0.325823950147826,-0.649500527548403,0.51601490556886,0.999944754498866,"No"
"Ubald2",1126.27151681924,-0.211590171913613,0.257464474465801,-0.821822786823813,0.411177762901927,0.999944754498866,"No"
"Hsd17b4",1435.34183653494,-0.211543791660542,0.225859358958984,-0.936617338486995,0.348955430008252,0.999944754498866,"No"
"Zfp599",88.5800234188067,-0.21146048353056,0.567304983783805,-0.372745682789816,0.709337732764294,0.999944754498866,"No"
"Washc3",482.310112486271,-0.211339147778906,0.254651481735906,-0.829915248630211,0.406586702830636,0.999944754498866,"No"
"Spag1",85.3257251771869,-0.211271704396603,0.539682336479354,-0.391474187898839,0.695446764473371,0.999944754498866,"No"
"Map3k1",624.43328268802,-0.211179799944281,0.523200715909072,-0.403630563802558,0.686484406892465,0.999944754498866,"No"
"Zfp9",420.617587694204,-0.211098987454553,0.449963803642794,-0.469146597449724,0.638964853792472,0.999944754498866,"No"
"Mettl2",859.370566822054,-0.211077459282393,0.202538566747862,-1.04215934116469,0.297337810097556,0.999944754498866,"No"
"Bnip3l",2027.3793617896,-0.21106772441959,0.322562050952407,-0.654347663639865,0.51288784450823,0.999944754498866,"No"
"Prps1l3",1859.1287496121,-0.210902778984219,0.336915257971931,-0.625981679350923,0.531326958121505,0.999944754498866,"No"
"Dnajc3",2249.4723854963,-0.210866186525884,0.246962698983744,-0.853838200641644,0.393194645084305,0.999944754498866,"No"
"Gga3",933.546601684889,-0.21081487521574,0.221812863530433,-0.950417716359428,0.34190004548276,0.999944754498866,"No"
"Dera",477.481109512573,-0.210771042022054,0.274213509219153,-0.768638432957746,0.442107983252025,0.999944754498866,"No"
"Tbc1d5",770.128471566513,-0.210654152271762,0.340166081069565,-0.619268539677483,0.535739466121044,0.999944754498866,"No"
"Stau1",1760.56569716533,-0.21064071128643,0.196277844178916,-1.07317620166249,0.283192066273396,0.999944754498866,"No"
"Gemin2",293.227923528534,-0.210609260443752,0.287801902950606,-0.731785503447133,0.464299498557272,0.999944754498866,"No"
"Pafah1b1",5786.02705150044,-0.210442477002121,0.208270355476735,-1.01042933604456,0.312289638798728,0.999944754498866,"No"
"Homez",135.140584585464,-0.210442151951048,0.518061274886379,-0.406210929387072,0.684587624262421,0.999944754498866,"No"
"Cbx8",147.9995016982,-0.210425847358856,0.397409222499527,-0.529494122042189,0.59646272091661,0.999944754498866,"No"
"Snx18",2247.95582422221,-0.210377002901445,0.37025789444222,-0.568190458756783,0.569905649454617,0.999944754498866,"No"
"Vps13c",1005.53275708028,-0.210320651223469,0.290491813583664,-0.724015760130518,0.469056059558975,0.999944754498866,"No"
"Prkar1b",64.0670597000496,-0.21018951137607,0.659909003090865,-0.318512871307392,0.750095932760471,0.999944754498866,"No"
"Zfp68",701.231636792844,-0.210168624877246,0.223662386477445,-0.939669061871701,0.34738733934059,0.999944754498866,"No"
"Jam3",692.960259542633,-0.210045849802327,0.302988930238302,-0.693245953365772,0.488155214144723,0.999944754498866,"No"
"Zfp69",51.8273130776734,-0.209847823881965,0.567425759532471,-0.369824281602705,0.711513421841675,0.999944754498866,"No"
"Nr2f2",1353.34859991448,-0.209801727818756,0.400203348768152,-0.524237811763788,0.60011314465949,0.999944754498866,"No"
"Rapgef6",1606.94653933752,-0.209778284962308,0.293492781252392,-0.714764717779915,0.47475443999627,0.999944754498866,"No"
"Gm3325",295.965622923916,-0.209512441584492,0.366659648191753,-0.571408505456599,0.567722764901678,0.999944754498866,"No"
"Rreb1",640.689118341756,-0.209457395952461,0.316479050031276,-0.661836528932203,0.508075992664619,0.999944754498866,"No"
"Mtcl2",2948.53675350425,-0.209263426888933,0.329264734441247,-0.635547646012097,0.525071302326247,0.999944754498866,"No"
"Ccdc85b",684.155881994685,-0.20907863115861,0.331901956860493,-0.629940941404244,0.528733224978676,0.999944754498866,"No"
"Dolpp1",305.851659641244,-0.209024980793649,0.348695269336661,-0.599448857425815,0.548873604750892,0.999944754498866,"No"
"Dlgap5",1464.84234266604,-0.208632073924763,0.215527319859611,-0.96800755496176,0.333040596598152,0.999944754498866,"No"
"Gstm5",646.031137042892,-0.208619904990986,0.445634674924631,-0.468141095677237,0.639683692539794,0.999944754498866,"No"
"Dazap2",3358.64276582804,-0.208537698221376,0.176548731967259,-1.18119057496289,0.237527024585533,0.993043361499806,"No"
"Fmo5",23.9772796242927,-0.208511908564866,0.819101150151761,-0.254561855426809,0.799061523692778,0.999944754498866,"No"
"Ccdc71l",347.781602591747,-0.208405145143339,0.366229742649308,-0.56905576165315,0.569318298734471,0.999944754498866,"No"
"Dennd6b",234.985443519644,-0.20838225752366,0.355915500970501,-0.58548238825072,0.558223405319462,0.999944754498866,"No"
"Usp3",739.800621305356,-0.208360681806332,0.239857627994223,-0.868684825864079,0.385019543358262,0.999944754498866,"No"
"Mmp24os1",248.272253022631,-0.208234662860725,0.469927981580428,-0.44312037380793,0.657678669315719,0.999944754498866,"No"
"Nipsnap3b",464.377488008895,-0.208181251356826,0.306081978806713,-0.680148671831118,0.496410328771182,0.999944754498866,"No"
"Adamts6",280.094286980874,-0.208120492183387,0.610898363107999,-0.340679407167758,0.733344942963889,0.999944754498866,"No"
"Fchsd2",347.926746191896,-0.208115657178517,0.421240661075675,-0.494054056052128,0.621268003799869,0.999944754498866,"No"
"Dars2",841.170949759928,-0.208039943156628,0.320662529693334,-0.648781581544895,0.516479564119432,0.999944754498866,"No"
"Hddc3",57.8719555440997,-0.207976347809651,0.836287356800212,-0.248690053865464,0.803600543049026,0.999944754498866,"No"
"Kmt5b",876.403126009575,-0.20797210239705,0.23730645992587,-0.87638618207872,0.380820127644762,0.999944754498866,"No"
"Rhno1",806.418885660818,-0.207959164020826,0.186213791060568,-1.11677638286836,0.264089949241015,0.999944754498866,"No"
"Unc13d",12.0297933203432,-0.207944600058779,1.0948860652379,-0.189923505888802,0.849369072665001,NA,"No"
"Zfp60",307.816700526838,-0.207909137435711,0.464672914439916,-0.447431152053073,0.654563787443757,0.999944754498866,"No"
"Lpp",2414.66041727233,-0.207137604406451,0.418972276839403,-0.49439453600375,0.621027572099049,0.999944754498866,"No"
"Vegfc",88.752551109555,-0.207125861982239,0.842684603161471,-0.245792863908005,0.805842581414214,0.999944754498866,"No"
"Ccl7",278.30285535522,-0.207095070258283,0.942533634810901,-0.219721676351457,0.826087921886992,0.999944754498866,"No"
"Zfp236",997.405470047808,-0.207010675165299,0.198256073366808,-1.04415805099848,0.29641227153515,0.999944754498866,"No"
"Siva1",732.386000541411,-0.206972633268015,0.314838313527048,-0.657393412349841,0.510927986357594,0.999944754498866,"No"
"Gpx1",3203.53778770445,-0.206918957636572,0.427426905590022,-0.484103726111813,0.628312257020231,0.999944754498866,"No"
"Shf",209.207470153723,-0.206801798923857,0.327909684488516,-0.630666944913302,0.528258316574577,0.999944754498866,"No"
"F8",54.7349878608091,-0.206797701908627,0.712653753294295,-0.290179769562273,0.771678712233972,0.999944754498866,"No"
"Impact",1766.45550504152,-0.206729925342555,0.196570956919308,-1.05168092266762,0.2929459665207,0.999944754498866,"No"
"Ppp1r16a",494.788796952301,-0.206633821145372,0.24144362642485,-0.85582636495765,0.392093829609482,0.999944754498866,"No"
"Tinf2",596.456746920145,-0.206487185262687,0.350155186509032,-0.589701918515951,0.555390508773839,0.999944754498866,"No"
"Vsig10l",52.7102788807746,-0.206426582044266,0.711741683800675,-0.29003019879622,0.771793134744271,0.999944754498866,"No"
"Jun",1920.29828564073,-0.206388803587717,0.392001162793215,-0.526500488205413,0.598540512893812,0.999944754498866,"No"
"Gusb",2342.10109031984,-0.206374049214364,0.22180413573641,-0.930433729421606,0.352146561563726,0.999944754498866,"No"
"Rsph3a",550.819194992035,-0.206291515513258,0.34304276360863,-0.601358015377381,0.547601556129177,0.999944754498866,"No"
"Trp53",249.377911114634,-0.206255407391329,0.520424450495225,-0.396321516398894,0.691867856245116,0.999944754498866,"No"
"Dnajb4",743.761382429234,-0.206221939395396,0.522921476831272,-0.394365021389123,0.69331156449167,0.999944754498866,"No"
"Atp9b",990.144028506013,-0.206121567959845,0.245097420746536,-0.84097811936178,0.400360192424181,0.999944754498866,"No"
"Cenpp",296.522481722204,-0.206007123906987,0.291151271720434,-0.707560446807172,0.479218262712117,0.999944754498866,"No"
"Mdh1",3401.17692608465,-0.206000656343035,0.283685348202618,-0.726158956210534,0.467741330075716,0.999944754498866,"No"
"Arhgdia",14859.0211480639,-0.205894047612106,0.208834196854073,-0.985921131278984,0.324171816520621,0.999944754498866,"No"
"Cyp4f16",302.982401656036,-0.205716635770567,0.364791582308054,-0.563929229038093,0.572802296986359,0.999944754498866,"No"
"Plpp1",495.938771308082,-0.205582140914965,0.610610730835998,-0.336682816945418,0.736356017980878,0.999944754498866,"No"
"Urgcp",878.091789170577,-0.205544781836034,0.291475384404275,-0.705187445780823,0.480693592963186,0.999944754498866,"No"
"Sav1",1699.28906634213,-0.205491472249413,0.191420626139479,-1.0735074709226,0.28304348845975,0.999944754498866,"No"
"Vhl",546.636713514536,-0.205154959855276,0.243770522150159,-0.84159051736741,0.400017198958066,0.999944754498866,"No"
"Cdk7",1163.65327976789,-0.205125885586181,0.257431275383194,-0.796818045052396,0.425556713445215,0.999944754498866,"No"
"Ddit3",271.33126693377,-0.205107904140991,0.452098141460281,-0.453680042741363,0.650059133213994,0.999944754498866,"No"
"Intu",177.253819953248,-0.205072124259119,0.420336370398843,-0.487876231277663,0.625637511225762,0.999944754498866,"No"
"Trappc9",665.657117066659,-0.205027288176063,0.309186483284509,-0.663118536095254,0.507254639982687,0.999944754498866,"No"
"Creb1",1411.37866152108,-0.204997985458133,0.179860125961717,-1.13976338202813,0.254384893155017,0.999944754498866,"No"
"Phyhd1",45.2453242246422,-0.204885456394119,0.688777051856123,-0.297462663487397,0.766113308811572,0.999944754498866,"No"
"Pcdh18",993.817907669865,-0.204870611169691,0.495996292523309,-0.413048674471822,0.679570952340304,0.999944754498866,"No"
"Igfbp7",3012.86443768961,-0.204740195520856,0.50665302518572,-0.404103371228872,0.686136706019777,0.999944754498866,"No"
"Pdzd9",31.3915893393019,-0.204714294509826,0.811385962659122,-0.252301991815244,0.800807648681968,0.999944754498866,"No"
"Bahd1",782.566782050071,-0.204690773800626,0.238277801971981,-0.859042563371869,0.390317033776367,0.999944754498866,"No"
"Chmp3",1472.2256182738,-0.2046826624745,0.231452362206114,-0.884340347722289,0.376512513935776,0.999944754498866,"No"
"Mettl25",144.296183453659,-0.204604610798605,0.386579153484064,-0.529269643628208,0.596618410723124,0.999944754498866,"No"
"2700062C07Rik",99.4740539028868,-0.204588717859066,0.390970729617988,-0.523283975910336,0.600776650381797,0.999944754498866,"No"
"Akr1a1",6454.50222806509,-0.204551037593801,0.20075246236695,-1.0189216868479,0.308240146996632,0.999944754498866,"No"
"Thoc5",1397.98105868455,-0.204221856182323,0.271922296112747,-0.751030199074397,0.452634481494112,0.999944754498866,"No"
"Pomt2",604.962247424313,-0.204179848735314,0.332377393779115,-0.61430125079747,0.53901627616364,0.999944754498866,"No"
"Cenpo",307.419248670326,-0.204168868960011,0.378565712454663,-0.539322136799334,0.589664596833647,0.999944754498866,"No"
"Camkmt",117.293146982412,-0.204160554112659,0.351712598411437,-0.580475521874339,0.561593989148615,0.999944754498866,"No"
"Tmem97",1890.26716181784,-0.204038787445897,0.243385562408372,-0.838335624458875,0.401842233495794,0.999944754498866,"No"
"Tmem126b",114.466869103411,-0.204016029677662,0.386148393441885,-0.528335824109461,0.597266271381798,0.999944754498866,"No"
"Knstrn",1390.9600788285,-0.20396077197825,0.208113922477205,-0.980043860355328,0.327064468816775,0.999944754498866,"No"
"Dglucy",26.0334009131651,-0.203908535602171,1.02695609147023,-0.198556235554576,0.842609890843774,0.999944754498866,"No"
"Oxsm",199.553075317017,-0.203904830883141,0.398395049708795,-0.511815673995408,0.608780019548903,0.999944754498866,"No"
"Rere",3842.01993827592,-0.203559118437122,0.199315016714517,-1.0212934368547,0.307115434977196,0.999944754498866,"No"
"Zfand2b",243.470821983068,-0.203517945016576,0.270372981348171,-0.75273033570798,0.451611976751386,0.999944754498866,"No"
"Ralgapa1",1098.73399865172,-0.203359991942201,0.315177370651111,-0.645223962374228,0.518782059760797,0.999944754498866,"No"
"Prr3",471.978909443445,-0.203260964560735,0.220483639354095,-0.921886835486687,0.356587606587803,0.999944754498866,"No"
"Smad5",2458.90275005836,-0.203232338731366,0.241316255820655,-0.84218254605445,0.399685782002042,0.999944754498866,"No"
"Zbtb14",537.900464278755,-0.203172823187677,0.278098457496815,-0.730578749038923,0.465036496201495,0.999944754498866,"No"
"Tmem170b",350.033033296252,-0.203000086752411,0.417315116561797,-0.486443166556968,0.626652991430035,0.999944754498866,"No"
"Mterf4",209.90342848036,-0.202772221434276,0.367527929315888,-0.551719217126475,0.58114074158651,0.999944754498866,"No"
"Zfp442",241.253725267287,-0.202536832660672,0.440359167034361,-0.459935543126476,0.645562487078762,0.999944754498866,"No"
"Copa",8888.73386445921,-0.202421229440219,0.164834367696372,-1.2280280639841,0.219436433152642,0.991751278852058,"No"
"Sptlc2",1140.4148560893,-0.202412549106004,0.310240111197597,-0.652438359194257,0.51411842543707,0.999944754498866,"No"
"Zfp959",103.813643179782,-0.202398048320173,0.432688727533163,-0.467768248722542,0.639950328926188,0.999944754498866,"No"
"Trim7",501.718583293387,-0.202141506364386,0.284575933424701,-0.710325374081127,0.477502388327338,0.999944754498866,"No"
"H3f3a",8955.53574213857,-0.202123139710295,0.231508020267731,-0.873071867992075,0.382623906442485,0.999944754498866,"No"
"Pgm2",847.123284926184,-0.201912447282584,0.273556798060382,-0.738100638383755,0.460453295865786,0.999944754498866,"No"
"Nhej1",99.8616487812694,-0.201456698048732,0.410520016392988,-0.490735384400548,0.623613616430192,0.999944754498866,"No"
"Crtc3",709.434758279024,-0.201430010595797,0.319648550899342,-0.630160875214564,0.528589334389771,0.999944754498866,"No"
"Ctdsp2",7137.11099655293,-0.201404797893266,0.347211571403338,-0.580063611011698,0.56187172187377,0.999944754498866,"No"
"Zkscan1",737.706483043383,-0.201211225771173,0.275730693003323,-0.729738222392047,0.465550212714624,0.999944754498866,"No"
"Fbxl17",950.576138313298,-0.201189802224483,0.381178879936621,-0.527809416560368,0.597631620729834,0.999944754498866,"No"
"Mtarc2",829.012740288354,-0.201156554576465,0.196444348193403,-1.02398748768492,0.305841184876306,0.999944754498866,"No"
"Becn1",1739.54379773237,-0.201154450996215,0.226208205909288,-0.889244712355309,0.37387157770359,0.999944754498866,"No"
"Rwdd3",56.8914962944877,-0.201023784338208,0.58421440419199,-0.344092481965141,0.730776736615126,0.999944754498866,"No"
"Abcb8",609.325758347073,-0.20102029682031,0.30441637919058,-0.660346520626807,0.509031482921002,0.999944754498866,"No"
"Pabir1",271.095267310346,-0.20091811799658,0.421447862415533,-0.476733033702001,0.63355223684379,0.999944754498866,"No"
"Fan1",204.49690441934,-0.200803441422289,0.423794915642004,-0.473822205059003,0.635626698680028,0.999944754498866,"No"
"Abcb6",493.282133867359,-0.200492471362847,0.38854794572848,-0.516004455993063,0.605851297020282,0.999944754498866,"No"
"Cxcl14",349.304745420327,-0.200138613935522,1.84131669758206,-0.108693205355893,0.913445831265804,0.999944754498866,"No"
"Nudcd2",1771.53144953024,-0.200091670183995,0.177041969300371,-1.13019342800304,0.258394728416232,0.999944754498866,"No"
"Pip4k2c",936.960991604813,-0.200086840745195,0.33073806945474,-0.604970698036248,0.545198466401405,0.999944754498866,"No"
"Pwwp2a",702.786304142395,-0.200055989121949,0.251381169536679,-0.795827266977364,0.426132440862594,0.999944754498866,"No"
"Cby1",240.362540535175,-0.200035382055972,0.295736050945588,-0.676398367450902,0.498787753492439,0.999944754498866,"No"
"4833420G17Rik",543.208223537256,-0.199985886616415,0.325973367761604,-0.613503759493235,0.53954329770268,0.999944754498866,"No"
"Gtf2i",6054.0779908717,-0.199843689307918,0.269426531250791,-0.741737231222772,0.458246557455382,0.999944754498866,"No"
"Srp54b",3404.65285630158,-0.199807425235408,0.282642593955012,-0.706926095035809,0.479612406490242,0.999944754498866,"No"
"Polr1h",331.976732608426,-0.199750695429231,0.246722954970836,-0.809615365756471,0.418161274014578,0.999944754498866,"No"
"Pfkm",1471.59581746821,-0.19957919879971,0.382975421664291,-0.521127956286077,0.602277637133263,0.999944754498866,"No"
"Commd4",700.634774262212,-0.199539790258587,0.26295241037028,-0.75884373897772,0.447946037513432,0.999944754498866,"No"
"Gm14410",407.876409624531,-0.199405545024075,0.410185003862905,-0.486135629401804,0.62687100686542,0.999944754498866,"No"
"Gatd1",307.924153852717,-0.199357110219688,0.437016880835196,-0.456177138600896,0.648262603566327,0.999944754498866,"No"
"Tctn3",193.019175521737,-0.199133165952299,0.362757081368296,-0.548943566314907,0.583044178872478,0.999944754498866,"No"
"Dock5",1156.7008774755,-0.199127944124205,0.599714859550396,-0.332037702506639,0.739860789972749,0.999944754498866,"No"
"Hmgb1",14009.6691960219,-0.199018906116703,0.183682386326131,-1.08349477648522,0.278588868141166,0.999944754498866,"No"
"Usp32",1149.89308680102,-0.198948576632304,0.228892738987876,-0.869178190238887,0.384749674627058,0.999944754498866,"No"
"Mdfic",802.276788115267,-0.198933901463036,0.413589201868687,-0.480993944146049,0.63052080276603,0.999944754498866,"No"
"Triobp",1309.15202791946,-0.198912531894407,0.630321299212516,-0.315573235654445,0.752326455166229,0.999944754498866,"No"
"Rmnd1",487.56437586518,-0.198865793899754,0.231312840875384,-0.859726564021102,0.389939788115756,0.999944754498866,"No"
"Prkab1",853.338190365907,-0.198836146725827,0.225354345188616,-0.882326660084617,0.377600183352613,0.999944754498866,"No"
"Ndufb2",452.624908885846,-0.198477022207194,0.338224884481956,-0.586819691020644,0.557324810632572,0.999944754498866,"No"
"Prpf39",957.507026809156,-0.198426286224548,0.252285848537883,-0.786513739769879,0.431566572820857,0.999944754498866,"No"
"Stx18",424.807076797363,-0.198307507293462,0.282333498102021,-0.702387455355382,0.482437566396876,0.999944754498866,"No"
"Dennd2c",107.67448133209,-0.197784209513439,0.578950729851093,-0.341625287464979,0.732632904325233,0.999944754498866,"No"
"Irak2",285.384568848176,-0.19773138954805,0.644088792931829,-0.306993991694835,0.75884794548727,0.999944754498866,"No"
"Ric8b",556.783037682596,-0.19738824849167,0.216508379828312,-0.911688723772242,0.361932601629633,0.999944754498866,"No"
"Slc35e3",850.873651297064,-0.197362219300827,0.262202061773886,-0.752710401915244,0.45162395785955,0.999944754498866,"No"
"Cox18",294.66328694908,-0.197259052165481,0.292634042732049,-0.674081013691568,0.500259809575458,0.999944754498866,"No"
"Zzef1",1203.68190433708,-0.197250179156726,0.310968813410476,-0.634308556518683,0.525879473489393,0.999944754498866,"No"
"Hs6st2",904.919654751264,-0.197142914900355,0.687918163282405,-0.286579022655378,0.774434678497806,0.999944754498866,"No"
"Nme4",474.012327551525,-0.197078612900397,0.414050749501284,-0.475976950018263,0.63409079939745,0.999944754498866,"No"
"Asah1",2481.17661142567,-0.197064904504372,0.373284018034477,-0.527922158419788,0.597553364512761,0.999944754498866,"No"
"Wdr7",524.513629660634,-0.196517187194398,0.322549688932342,-0.609261747685701,0.542350957662117,0.999944754498866,"No"
"Arsk",221.158265916772,-0.196496625654815,0.429196023095735,-0.457824898370471,0.64707824629263,0.999944754498866,"No"
"Gtf3c6",767.91160772734,-0.196365937282965,0.245225176003819,-0.800757656627828,0.423271956768404,0.999944754498866,"No"
"Cisd3",1126.8274567358,-0.196329429948051,0.572102191297061,-0.343171959371342,0.73146909838662,0.999944754498866,"No"
"Slmap",2173.63625450723,-0.196231153735331,0.281971556595542,-0.69592534830314,0.486475581881088,0.999944754498866,"No"
"H1f2",427.412778736684,-0.196209362844931,0.336658440263624,-0.582814328645041,0.560018298065033,0.999944754498866,"No"
"Wdr25",118.557914664749,-0.196184950830479,0.452066900343772,-0.433973269622906,0.664307851997695,0.999944754498866,"No"
"1600014C10Rik",261.079971459303,-0.196112889177792,0.394283066104303,-0.497391103086109,0.618913278314868,0.999944754498866,"No"
"Ddx50",1738.76185397833,-0.195954164011892,0.224921008737449,-0.871213254430269,0.383637724138729,0.999944754498866,"No"
"Cnih1",2033.47718326902,-0.195840176624311,0.310973126870635,-0.629765596130693,0.528847958025548,0.999944754498866,"No"
"Zhx2",231.306587779109,-0.195711568693298,0.603162278668729,-0.32447580960345,0.745577833554379,0.999944754498866,"No"
"Pard6g",368.414545483912,-0.195626773682399,0.31226097347076,-0.626484864592652,0.530996961320134,0.999944754498866,"No"
"Gm4767",94.4741956043626,-0.195602047284123,0.452748803972416,-0.432032167877445,0.665718033702128,0.999944754498866,"No"
"6430548M08Rik",139.569351829421,-0.195532733937448,0.914668423116031,-0.213774444373317,0.830722954705505,0.999944754498866,"No"
"Tmem104",361.783372096657,-0.195503469193657,0.288823664433507,-0.676895605410704,0.498472192566178,0.999944754498866,"No"
"Spef1",146.629507971085,-0.195463480815071,0.419208264847633,-0.466268194607553,0.641023541706907,0.999944754498866,"No"
"Cenpm",440.836028757586,-0.195272716734388,0.377854727481166,-0.516793102037134,0.605300595814555,0.999944754498866,"No"
"Map4k4",5836.33118122523,-0.195182691257377,0.195525153086488,-0.99824850243713,0.318158872435266,0.999944754498866,"No"
"Tmtc2",93.0207246155684,-0.194889182881408,0.483987918566222,-0.402673652389409,0.687188319086641,0.999944754498866,"No"
"Pclaf",2184.51740151293,-0.19469345198909,0.357561001933435,-0.544504157154517,0.586094588472649,0.999944754498866,"No"
"Polg2",129.815396136768,-0.194587656550383,0.358576626679116,-0.54266687249673,0.587359186990355,0.999944754498866,"No"
"Ddhd2",1032.6383856594,-0.194465325060003,0.486082471773087,-0.400066524412308,0.689107519521985,0.999944754498866,"No"
"Disc1",28.2680309116371,-0.194459630450881,0.828088037637049,-0.234829657732736,0.81434094776092,0.999944754498866,"No"
"Etfdh",1281.69797950279,-0.194345944001289,0.202129663850666,-0.961491452065503,0.336305121385115,0.999944754498866,"No"
"Tmem276",75.5405301181118,-0.194335636398174,0.644366672127474,-0.301591694301236,0.762963340336324,0.999944754498866,"No"
"Wbp1l",2022.69409899684,-0.194238058011243,0.210058088654639,-0.924687353175883,0.355128559768602,0.999944754498866,"No"
"Nampt",1972.71923772013,-0.193942738341368,0.32334209203705,-0.599806654059581,0.548635098222159,0.999944754498866,"No"
"Ofd1",408.35229738644,-0.193776842622264,0.255313529397753,-0.758976005225243,0.447866910567929,0.999944754498866,"No"
"Greb1",1756.64567328448,-0.193746070104875,1.65722373568739,-0.116910026046973,0.90693135300415,0.999944754498866,"No"
"Arfgap1",1202.86226496048,-0.193701661213289,0.271880021237671,-0.712452722092295,0.476184477858577,0.999944754498866,"No"
"Trappc13",1206.47744228056,-0.193637834535255,0.225132644409789,-0.86010553930506,0.3897308680273,0.999944754498866,"No"
"Plscr4",151.22204280253,-0.193577920168821,0.758468424651108,-0.255222121155361,0.798551546481714,0.999944754498866,"No"
"Acss2",280.097235479681,-0.193557471184055,0.431201688171729,-0.448879205470478,0.653518797534493,0.999944754498866,"No"
"Zfp383",121.294062217121,-0.1932977337961,0.594472075536133,-0.32515864369537,0.745061006948105,0.999944754498866,"No"
"Mbd5",404.271369530666,-0.193175170905737,0.239922750231254,-0.805155704157031,0.420729834312104,0.999944754498866,"No"
"Cbarp",194.379725935846,-0.193026951505508,0.725567528383343,-0.266035818796351,0.790211623290793,0.999944754498866,"No"
"R3hdm4",1280.34739704534,-0.192816480166843,0.228325504749258,-0.844480691627463,0.398400848459358,0.999944754498866,"No"
"Gprc5a",260.900904139569,-0.192720983590668,1.09631863055678,-0.175789207826188,0.860459548513992,0.999944754498866,"No"
"Zdhhc9",610.841420390612,-0.192234329286062,0.200040683184832,-0.960976168574881,0.336564150545547,0.999944754498866,"No"
"Lgals1",17278.3100249977,-0.192225015237067,0.413427360295126,-0.464954750696342,0.641963860985582,0.999944754498866,"No"
"Sel1l",2017.56610258627,-0.192149861391196,0.30113250152049,-0.638090742184868,0.523414612636574,0.999944754498866,"No"
"Ssbp4",1570.63607685897,-0.192119631657786,0.280534928647047,-0.684833195582214,0.493449185369376,0.999944754498866,"No"
"Pdp2",562.62172617802,-0.191940586022583,0.366376395029515,-0.523889062250095,0.600355702776486,0.999944754498866,"No"
"Ppm1k",85.8938597207859,-0.191728306697031,0.715489243350717,-0.267968118988268,0.788723858906871,0.999944754498866,"No"
"St3gal2",2348.62386977733,-0.191492679303548,0.431563316211756,-0.443718620443606,0.657246031331857,0.999944754498866,"No"
"Fkbpl",94.9500464754905,-0.191425268217108,0.53848436054393,-0.355489002547348,0.722223282316854,0.999944754498866,"No"
"Etfrf1",235.277869640255,-0.191362277184398,0.305640479744494,-0.626102528514451,0.53124769385032,0.999944754498866,"No"
"Tspyl5",25.7655251136296,-0.191311193071365,1.1759570620892,-0.162685525891126,0.870766043824368,0.999944754498866,"No"
"Ints9",743.320734213846,-0.191271853091883,0.391515224840033,-0.488542567329364,0.625165582226067,0.999944754498866,"No"
"Tecpr2",486.950479682972,-0.191209492419194,0.270600783796844,-0.706611007316024,0.479808246652606,0.999944754498866,"No"
"Csnk1g2",3423.98750677638,-0.191193569751353,0.175669161274759,-1.08837298683468,0.276430481432799,0.999944754498866,"No"
"Akap9",970.719241695853,-0.19089577749168,0.188243923692316,-1.01408732748101,0.310541084371631,0.999944754498866,"No"
"Mrm3",346.076399603493,-0.19079558832741,0.304567145757421,-0.626448357891408,0.531020899490688,0.999944754498866,"No"
"Gcdh",525.614786088682,-0.190748862303324,0.303880796582862,-0.627709498093642,0.530194262104991,0.999944754498866,"No"
"Mbip",230.345199367954,-0.190697750076282,0.323746609135306,-0.589033968836356,0.555838486803133,0.999944754498866,"No"
