"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significant"
"Ankrd40",2153.62049963133,-0.127217833699585,0.23118647064575,-0.550282347164349,0.582125730165197,0.999944754498866,"No"
"Nrde2",477.326283836611,-0.127122677483563,0.379573420331433,-0.334909323662765,0.737693488607666,0.999944754498866,"No"
"Zfp433",140.821260311524,-0.127104233449942,0.391052486237128,-0.325031135009504,0.745157507602529,0.999944754498866,"No"
"Bag5",602.466895444924,-0.12709012166398,0.318873433620106,-0.39855976780866,0.690217611049999,0.999944754498866,"No"
"Ralgds",787.054474935514,-0.127038612123432,0.460580747073575,-0.275822671552397,0.782684269552237,0.999944754498866,"No"
"H4c9",284.191822494377,-0.126970987417227,0.480613912109493,-0.26418500217759,0.79163736718285,0.999944754498866,"No"
"Cep57l1",353.626792712731,-0.126951586790596,0.359637683067176,-0.352998567079755,0.724089514781121,0.999944754498866,"No"
"Rptor",1835.07822191421,-0.126936049612997,0.232273799480077,-0.546493189921256,0.584726967650675,0.999944754498866,"No"
"Prickle3",47.5082943124781,-0.126860306435994,0.803996165882271,-0.157787203247148,0.874624482664035,0.999944754498866,"No"
"Mis12",930.670982841369,-0.126624369773111,0.237298885927769,-0.533607097555672,0.593613396691836,0.999944754498866,"No"
"Qsox1",2235.54603977728,-0.126594860561582,0.644617249908275,-0.196387640230844,0.844306769565838,0.999944754498866,"No"
"Ppp1r18",1238.335929271,-0.126569812921012,0.522598833447183,-0.242193064393444,0.808630568915347,0.999944754498866,"No"
"Tmem60",172.241180293101,-0.126460355812823,0.350942769828736,-0.360344667805915,0.718589399663391,0.999944754498866,"No"
"Cdc42ep4",842.742202736074,-0.126411038821384,0.431211981575887,-0.293152890509694,0.769405290856634,0.999944754498866,"No"
"Cenpk",198.13494552811,-0.126386653688025,0.424884215468227,-0.297461400275238,0.766114273089833,0.999944754498866,"No"
"Orai3",340.286897331852,-0.126219503726943,0.318392760571824,-0.396427052864697,0.691790012083449,0.999944754498866,"No"
"Mprip",9923.75185234874,-0.126149603354948,0.319631051895243,-0.39467255326711,0.693084561122989,0.999944754498866,"No"
"Ccdc141",57.2053238624047,-0.125979963735742,0.709082721458929,-0.17766610287237,0.858985207656861,0.999944754498866,"No"
"Alg9",595.422611080689,-0.125946522232244,0.237142960890819,-0.531099560194113,0.5953497889865,0.999944754498866,"No"
"P2rx4",331.493064054406,-0.125852030749467,0.277080021707265,-0.454208246318206,0.649678948293761,0.999944754498866,"No"
"Nsrp1",642.589626248581,-0.125802100002159,0.223372986748103,-0.563192988702905,0.57330347666562,0.999944754498866,"No"
"Dysf",599.795652123141,-0.125680002371028,1.79703273700257,-0.0699375140937393,0.944243394288556,0.999944754498866,"No"
"Zscan29",352.230664898372,-0.125665559412355,0.279557394916958,-0.449516134065006,0.653059371980516,0.999944754498866,"No"
"Bbip1",240.533610440741,-0.125648253549974,0.331882532774693,-0.378592547488099,0.704990457162328,0.999944754498866,"No"
"B4galnt4",696.674752898519,-0.12563845871126,0.536260945891295,-0.234286049867835,0.814762915174766,0.999944754498866,"No"
"Josd2",510.853091208365,-0.125551144889985,0.470684690759986,-0.266741509453526,0.789668191528282,0.999944754498866,"No"
"Leng8",1601.34870521468,-0.125468824930152,0.213391344682677,-0.58797522981417,0.556548919106246,0.999944754498866,"No"
"Myg1",1037.45189229172,-0.125344046496681,0.225894222182698,-0.55487938241867,0.578977165096187,0.999944754498866,"No"
"Zfp677",57.1298658175432,-0.124957240090136,0.561785859684181,-0.222428596120919,0.823980252837296,0.999944754498866,"No"
"Wdr20",372.093308714489,-0.12488310181553,0.340750553719879,-0.366494200676171,0.713996339243419,0.999944754498866,"No"
"Irgq",632.536161567985,-0.124674061681561,0.281477120611595,-0.442927870693959,0.65781790746757,0.999944754498866,"No"
"Baz1a",2644.74310124652,-0.124654830642646,0.293934922487747,-0.424089895775628,0.671500254155513,0.999944754498866,"No"
"Wasf2",3504.87723558772,-0.124588175709701,0.172469861468945,-0.722376504790863,0.470063028075353,0.999944754498866,"No"
"Psmc6",3095.48770861406,-0.124577215293963,0.323803527461242,-0.384730877611807,0.700436815796768,0.999944754498866,"No"
"Zfp748",186.609874075332,-0.124526756578444,0.460250378634719,-0.270563072534213,0.786727100594652,0.999944754498866,"No"
"Selenof",5149.65168012449,-0.124522382883936,0.193971858380684,-0.641961075815192,0.52089845646195,0.999944754498866,"No"
"Sec23a",1924.86524011828,-0.124503727648385,0.357530489690548,-0.348232475938334,0.727665600032894,0.999944754498866,"No"
"Mpdz",1673.5728808192,-0.124331400818267,0.237785558757545,-0.522871958532351,0.601063359704707,0.999944754498866,"No"
"Gk",467.015239516868,-0.124182230331308,0.250640513177198,-0.495459527899681,0.620275783852806,0.999944754498866,"No"
"Rfx7",1972.6380028252,-0.124170961985363,0.214373726325787,-0.579226587668017,0.562436292995987,0.999944754498866,"No"
"Ica1",331.09571128204,-0.12408059924475,0.544196658966063,-0.228006911105435,0.819640867741958,0.999944754498866,"No"
"Asxl2",1200.30492075827,-0.124035418085383,0.332782047400264,-0.372722684574975,0.709354851266156,0.999944754498866,"No"
"A930033H14Rik",46.1480812507765,-0.123945310509594,0.864332992549335,-0.143399953001932,0.885974320090117,0.999944754498866,"No"
"Nipsnap1",307.174043046351,-0.123938458897771,0.437457898752002,-0.283315169874285,0.776935249603216,0.999944754498866,"No"
"Fam117a",412.582384573657,-0.123925636771436,0.475102325352268,-0.260839886817119,0.794215983649615,0.999944754498866,"No"
"Ccng1",1104.74216059004,-0.123894351463069,0.32963442168311,-0.375853804437247,0.707025585315895,0.999944754498866,"No"
"Gatb",291.611205798742,-0.123880402844573,0.454908580800306,-0.272319336396411,0.785376489555421,0.999944754498866,"No"
"Ralbp1",1979.53328378508,-0.123870204125227,0.190766850813458,-0.649327719134775,0.516126572748842,0.999944754498866,"No"
"Tmf1",962.421426425343,-0.123711419162076,0.220233664164741,-0.561728015702159,0.574301343434926,0.999944754498866,"No"
"Aptx",325.517698753426,-0.123454506535935,0.373850865891539,-0.330223941682006,0.741230757734419,0.999944754498866,"No"
"Rpusd1",342.265327449639,-0.123434422547291,0.3238401307466,-0.381158512574455,0.703085631738597,0.999944754498866,"No"
"Exoc4",1175.68414064047,-0.123429876527994,0.2375864071101,-0.519515733367675,0.603401144173139,0.999944754498866,"No"
"Ctsa",3318.20178998197,-0.123428052700183,0.22460850293574,-0.549525289946373,0.582645013865025,0.999944754498866,"No"
"Ube3b",2902.31423452473,-0.123333998762133,0.244446172915874,-0.504544609109418,0.613878722799563,0.999944754498866,"No"
"Pcnx3",2449.64639210466,-0.123303979959538,0.18902415282622,-0.652318648786104,0.514195632068411,0.999944754498866,"No"
"Rnf19a",701.69261734214,-0.123176466733537,0.389177194495683,-0.316504842718639,0.751619350004455,0.999944754498866,"No"
"R3hdm2",1864.43782488465,-0.123002170957938,0.188811515099419,-0.651454816689393,0.514752934964233,0.999944754498866,"No"
"Pign",1289.57157681492,-0.122926300628811,0.191968429876564,-0.640346439817488,0.521947395334556,0.999944754498866,"No"
"Surf1",534.024969302982,-0.122925154337507,0.308931502557234,-0.39790423870655,0.690700775449371,0.999944754498866,"No"
"Pts",167.15349943063,-0.122855433549647,0.610546857462438,-0.201221957083294,0.840525023349879,0.999944754498866,"No"
"Klf3",1782.01747514278,-0.1227348737679,0.269259140619735,-0.455824353763479,0.648516289913004,0.999944754498866,"No"
"Jrk",359.889956386298,-0.122672938014182,0.282515877820252,-0.434216083572589,0.664131534724251,0.999944754498866,"No"
"Tlk2",1597.00164564704,-0.122665877831986,0.193707401241272,-0.633253438154382,0.526568154146854,0.999944754498866,"No"
"Alkbh7",123.232795470025,-0.122549694171748,0.490230841588843,-0.249983648059685,0.802599994207935,0.999944754498866,"No"
"Slc35b1",1081.48186626592,-0.122463961566101,0.287232863890156,-0.426357763897568,0.669847172764557,0.999944754498866,"No"
"Nfe2l1",5148.30435006956,-0.122417759085257,0.219613862916987,-0.557422730328871,0.577238638882902,0.999944754498866,"No"
"Tor1aip1",1405.51967716709,-0.122293580190963,0.207812683561231,-0.588479866075784,0.556210244185297,0.999944754498866,"No"
"Prkaa1",1580.50318948198,-0.122251855815499,0.23487094170862,-0.520506517009516,0.602710586826851,0.999944754498866,"No"
"Fam120a",10656.4202879901,-0.122230548358512,0.204674275415332,-0.59719546147398,0.550376888976701,0.999944754498866,"No"
"Riok3",1121.3883340245,-0.122148884021201,0.292646672816453,-0.417393722080047,0.676390446064784,0.999944754498866,"No"
"Kif7",347.284117275108,-0.122134455191946,0.453377850183429,-0.269387785800591,0.787631284390069,0.999944754498866,"No"
"Phactr1",268.802753210433,-0.122023268303492,1.0526955001398,-0.115915065930544,0.90771985530042,0.999944754498866,"No"
"Hic2",105.343455544827,-0.121981015348971,0.722282754141235,-0.168882635850834,0.865888957590714,0.999944754498866,"No"
"Ppm1b",1532.80751377744,-0.12183007721702,0.203805231601831,-0.597776986682245,0.549988748213438,0.999944754498866,"No"
"Tmem168",738.323787968265,-0.121696174987382,0.207142847695129,-0.587498802596813,0.556868754416616,0.999944754498866,"No"
"Ublcp1",798.161211063843,-0.121432394636995,0.327125393555213,-0.371210541979829,0.710480721825392,0.999944754498866,"No"
"Rc3h2",1064.22350196158,-0.121412251486047,0.259881416825414,-0.467183275238223,0.640368758403379,0.999944754498866,"No"
"Brox",1146.52893018021,-0.121389659553745,0.225970570372336,-0.537192340373033,0.591134761608599,0.999944754498866,"No"
"Sufu",1177.18654278408,-0.121357756060119,0.22411166661442,-0.541505749760511,0.588159035634854,0.999944754498866,"No"
"Ppp1r7",1464.77742070964,-0.121239916805191,0.279089349488429,-0.434412552924087,0.663988883789606,0.999944754498866,"No"
"Phactr4",976.066262892396,-0.121059989008211,0.263373018872868,-0.459652205553551,0.64576588056633,0.999944754498866,"No"
"Psmd1",6121.66888378237,-0.121050224637071,0.308278875582188,-0.392664675477575,0.694567164164379,0.999944754498866,"No"
"Ktn1",2394.80819088153,-0.121001315773425,0.321036996289539,-0.376907699648096,0.706242199217316,0.999944754498866,"No"
"Cmpk1",1186.09226746254,-0.120849666418745,0.283170629690605,-0.426773308202147,0.669544449581289,0.999944754498866,"No"
"Itpr3",2015.10391500522,-0.120753664212124,0.695109686020439,-0.173718862850911,0.862086412514935,0.999944754498866,"No"
"Smurf2",1696.83560826583,-0.120720642198984,0.298209922232427,-0.40481765762607,0.68561154838505,0.999944754498866,"No"
"Pgap2",578.580405494084,-0.120699362093014,0.313646222897937,-0.384826448658654,0.700366002183915,0.999944754498866,"No"
"Nmi",65.6874404220679,-0.120614915321667,0.980527872300089,-0.123010185359375,0.902099032473992,0.999944754498866,"No"
"Gm6710",291.742665479174,-0.12052425927865,0.39881181116619,-0.30220834966301,0.76249323954643,0.999944754498866,"No"
"Samd4",1130.72208929522,-0.120473586911965,0.389405271709216,-0.309378417973569,0.757033685605438,0.999944754498866,"No"
"Macf1",4969.41329337334,-0.120393716607595,0.362991927698809,-0.331670506754331,0.740138073392713,0.999944754498866,"No"
"Rnf31",383.024383830915,-0.120390987685016,0.30772877869131,-0.391224337863385,0.695631420061105,0.999944754498866,"No"
"Slc25a17",1279.05063198585,-0.120311509833474,0.246905432775514,-0.487277693653915,0.62606155316992,0.999944754498866,"No"
"Mbd1",934.092143124475,-0.120188947537565,0.241788791352353,-0.497082378655083,0.619130960367965,0.999944754498866,"No"
"Pskh1",743.47688241222,-0.11999455357552,0.243916157645991,-0.491949999268499,0.622754691002976,0.999944754498866,"No"
"Purb",6166.07515210601,-0.119870066656746,0.220469691223659,-0.543703154802997,0.586645761132378,0.999944754498866,"No"
"Rab22a",719.917970140044,-0.119838656168808,0.294442214483532,-0.4070022920423,0.684006304775448,0.999944754498866,"No"
"Ifit2",593.884606930404,-0.11978133451459,0.46335892369034,-0.25850658828498,0.796015964967931,0.999944754498866,"No"
"Zfp26",546.463575491984,-0.119687607172916,0.292742846827289,-0.408848955559721,0.682650510615762,0.999944754498866,"No"
"Rint1",852.469295672589,-0.119422628035049,0.242278828161294,-0.49291400714364,0.622073349643293,0.999944754498866,"No"
"Parp2",799.82732131691,-0.11941822917249,0.376213096658826,-0.317421775671956,0.750923586297987,0.999944754498866,"No"
"Tradd",454.399971710157,-0.119304957997322,0.296631101001321,-0.402199761234041,0.687537017935807,0.999944754498866,"No"
"H2-T23",149.000323041384,-0.119193037464,0.699613786723149,-0.170369766471121,0.864719347381361,0.999944754498866,"No"
"Ier3ip1",542.853533916896,-0.119105087678825,0.277557975732414,-0.429117871192614,0.667837447312515,0.999944754498866,"No"
"Thoc6",480.919079287867,-0.119067345473738,0.263907918377531,-0.45117003766218,0.651867002581369,0.999944754498866,"No"
"Zfp33b",251.593156894952,-0.119020441319133,0.278504460354005,-0.427355602017458,0.669120340042086,0.999944754498866,"No"
"Phykpl",650.223104776088,-0.118832281355262,0.347802215737776,-0.341666257367536,0.732602068244907,0.999944754498866,"No"
"Plekha8",505.077653661316,-0.118776388256795,0.372648119680453,-0.318736046108716,0.749926678311221,0.999944754498866,"No"
"Prkacb",2010.85826963223,-0.118776067211716,0.226297768226044,-0.524866277483889,0.599676153617586,0.999944754498866,"No"
"Dram1",90.4039376443522,-0.118721107289067,0.601499521779738,-0.197375231384708,0.843533910849559,0.999944754498866,"No"
"Tnip2",131.817146214908,-0.118714584332103,0.400759721366778,-0.296223841875203,0.767059142288304,0.999944754498866,"No"
"Katnb1",915.757601737487,-0.118676524717124,0.322689706635783,-0.367772886078058,0.713042588017031,0.999944754498866,"No"
"Apex2",397.104217213453,-0.118674941447645,0.340048743581754,-0.348993912453945,0.727093879754569,0.999944754498866,"No"
"Malsu1",299.759478849514,-0.118610565632138,0.282312151052521,-0.420139782116825,0.674383342315111,0.999944754498866,"No"
"Tram1",2251.61569601399,-0.118500027684569,0.189252784140974,-0.626146813228905,0.531218649262307,0.999944754498866,"No"
"Rnf14",1269.60262447211,-0.118453966577077,0.232790281049872,-0.508844123744582,0.610861488475195,0.999944754498866,"No"
"Rabif",590.062083491372,-0.118383366427984,0.236995947845653,-0.49951641580422,0.617415625063714,0.999944754498866,"No"
"Ptpn21",1130.46041750464,-0.118371507309629,0.316616195728341,-0.373864347139061,0.708505242944999,0.999944754498866,"No"
"Sox11",696.782988360954,-0.11833811041227,1.12421283485731,-0.10526308430493,0.916167054651581,0.999944754498866,"No"
"Cul7",3058.53188984204,-0.118230921130582,0.311554202992608,-0.379487485628261,0.704325895578733,0.999944754498866,"No"
"Zfp518b",642.620179567835,-0.117939818904569,0.3103672573245,-0.380000841329916,0.70394479062605,0.999944754498866,"No"
"Emc1",1402.21529598436,-0.117920002873692,0.241047019122497,-0.48919917492847,0.624700693607104,0.999944754498866,"No"
"Tnfaip8l2",9.92386514428276,-0.117891984899692,1.23826465521836,-0.0952074214529713,0.924150075300123,NA,"No"
"Slc35f5",648.612497452178,-0.117614206937211,0.35360925361351,-0.332610659181905,0.739428196226117,0.999944754498866,"No"
"Tbpl1",858.741310678685,-0.117562685343689,0.272964795261118,-0.430688086466347,0.666695182459133,0.999944754498866,"No"
"Rbfox2",2407.91520973595,-0.117485640415617,0.240490724744399,-0.48852462206384,0.625178289853924,0.999944754498866,"No"
"Rpa3",604.215148471824,-0.117406928871485,0.260705239161398,-0.450343572876189,0.652462725159701,0.999944754498866,"No"
"Vps18",745.319066829905,-0.117190872465352,0.24502457804097,-0.478282111134816,0.63244942694255,0.999944754498866,"No"
"Snrnp35",160.729183200061,-0.117144124114544,0.368461500039721,-0.317927718640661,0.750539766192263,0.999944754498866,"No"
"Fgd3",1189.54043066192,-0.117087209504941,0.508399459276818,-0.230305535083561,0.817854359833979,0.999944754498866,"No"
"Asl",691.821147216972,-0.117058841960388,0.479058402819568,-0.244351923004422,0.806958273182478,0.999944754498866,"No"
"Fbxl19",1226.0622160368,-0.11704107689796,0.290898580843485,-0.402343237834265,0.68743143788673,0.999944754498866,"No"
"Nrn1",3606.54980703338,-0.117008487969286,1.63523427241271,-0.071554571686322,0.942956393894816,0.999944754498866,"No"
"Tmem265",99.3736296317168,-0.117002261831145,0.466551242334785,-0.250781160169298,0.801983308215879,0.999944754498866,"No"
"Nr2c1",418.961324706597,-0.116939288813346,0.248798105284423,-0.470016798076747,0.63834301621563,0.999944754498866,"No"
"Ncoa4",1478.0844282613,-0.116769657185024,0.223998232115292,-0.521297226689373,0.602159732651571,0.999944754498866,"No"
"Tank",562.22940729598,-0.116705941271894,0.339381825375667,-0.343877993887005,0.730938042082581,0.999944754498866,"No"
"Msrb1",578.135436071481,-0.11658495161719,0.249344178283163,-0.467566367179394,0.640094721153263,0.999944754498866,"No"
"Zdhhc17",643.474043578164,-0.116359073666742,0.243358380595872,-0.478138757259282,0.632551448308805,0.999944754498866,"No"
"Zfyve21",346.4571355964,-0.116346977267768,0.345497847189972,-0.336751670709528,0.736304108352499,0.999944754498866,"No"
"Mastl",683.21681881471,-0.116330455100892,0.343069179753526,-0.339087455143795,0.7345438485533,0.999944754498866,"No"
"Gng2",317.17207699576,-0.116206319694951,0.784841244435682,-0.148063472095565,0.882292676692838,0.999944754498866,"No"
"Rnf103",406.763993925989,-0.116028090326616,0.306736941974452,-0.378265785593835,0.705233159581413,0.999944754498866,"No"
"Tmem50a",1202.64175097082,-0.11592536342598,0.286359286779074,-0.404824878319438,0.68560624036178,0.999944754498866,"No"
"Cdkn2c",885.02712359137,-0.115916130855741,0.352842022318349,-0.328521331144499,0.742517518539084,0.999944754498866,"No"
"Loxl2",2484.43244693677,-0.115827774239518,0.718618123936084,-0.161181259394204,0.871950640958575,0.999944754498866,"No"
"Cnot6l",1365.57534465007,-0.115822943016023,0.198385140911837,-0.583828720657538,0.559335553139424,0.999944754498866,"No"
"Cenpf",2384.57452206272,-0.115817238097097,0.144315711680311,-0.802526881852308,0.422248244845957,0.999944754498866,"No"
"Arpc1b",6285.31658960364,-0.115774912792036,0.374346977423654,-0.309271664456401,0.757114883576151,0.999944754498866,"No"
"Nrbp1",1411.39122314964,-0.115717372335647,0.293943932086459,-0.393671580543499,0.693823525956136,0.999944754498866,"No"
"Tap2",235.291081669394,-0.115430278551556,0.745491464540003,-0.154837827181269,0.876949169038981,0.999944754498866,"No"
"Rpl10",20516.0753128292,-0.115425556068235,0.166793739981776,-0.692025708403963,0.48892118438939,0.999944754498866,"No"
"Borcs7",117.381779628347,-0.115299074861122,0.422395918277336,-0.272964462657091,0.784880533225049,0.999944754498866,"No"
"Pot1a",548.021101903459,-0.115173281290099,0.238088802219298,-0.483740857262223,0.628569793073769,0.999944754498866,"No"
"Ggh",242.318265791517,-0.115132799429169,0.410178582617602,-0.280689446763493,0.778948603749674,0.999944754498866,"No"
"Mzt1",1099.54913630708,-0.115018531483855,0.275825523626302,-0.41699741913546,0.676680295471305,0.999944754498866,"No"
"Atrn",1025.94484598692,-0.114959351384264,0.357495698417807,-0.321568488496639,0.747779619342265,0.999944754498866,"No"
"Klhl23",460.190641569375,-0.114933597954872,0.509026815489408,-0.225790851203719,0.821364093029576,0.999944754498866,"No"
"Stxbp5",975.741416053603,-0.114716825012882,0.344077616586672,-0.333403916682808,0.738829407045783,0.999944754498866,"No"
"Phf14",897.450492870701,-0.114597933804981,0.288491458289727,-0.397231635502679,0.691196655498917,0.999944754498866,"No"
"Dffb",128.450788924762,-0.114556107936573,0.470345180462357,-0.243557524760777,0.807573528031597,0.999944754498866,"No"
"Uros",202.717960941746,-0.114292485394333,0.489791272626256,-0.23334937101165,0.815490124044022,0.999944754498866,"No"
"Pcsk7",674.692061380513,-0.114078777371946,0.197758263309925,-0.576859724911532,0.564034219563372,0.999944754498866,"No"
"Fundc2",1183.90576600314,-0.114009257322797,0.259149980294503,-0.439935427327583,0.659983876019813,0.999944754498866,"No"
"Mrtfb",930.241185899797,-0.113809789476597,0.298298654903177,-0.381529677073259,0.702810254388168,0.999944754498866,"No"
"Tm6sf2",12.7388956216363,-0.113632056337962,1.17818941800558,-0.096446339273965,0.92316609021353,NA,"No"
"Inka1",28.900922984316,-0.113523162263686,0.930168098733008,-0.122045856462199,0.902862701487803,0.999944754498866,"No"
"Wsb1",1848.22544712148,-0.113479860801142,0.220395871149229,-0.514891046776033,0.606629157651758,0.999944754498866,"No"
"Cbll1",470.381205973614,-0.113447733251705,0.366612552332478,-0.309448578696837,0.756980322001065,0.999944754498866,"No"
"Taf1a",409.958906607308,-0.113244030612408,0.229084826950023,-0.494332305286695,0.62107151362404,0.999944754498866,"No"
"Fam20b",1623.89440599053,-0.113202146268044,0.219285465349906,-0.516231871945598,0.605692472428501,0.999944754498866,"No"
"Trip4",551.203618958225,-0.113170499240936,0.259952628024754,-0.43535047174118,0.663308054874184,0.999944754498866,"No"
"Cnnm2",193.629258844253,-0.1131395253662,0.575161162777019,-0.196709257662557,0.84405506507708,0.999944754498866,"No"
"Ankhd1",1803.80505629818,-0.113092301418303,0.218151761890055,-0.518411130116378,0.604171450751517,0.999944754498866,"No"
"Snapin",744.297837048403,-0.113061354589119,0.183530156632072,-0.616036931825739,0.537870145162087,0.999944754498866,"No"
"Spc24",955.859723485748,-0.112976464070596,0.367836903892521,-0.307137383103917,0.758738804337557,0.999944754498866,"No"
"Snx11",349.9878488153,-0.112972199840892,0.301537623742502,-0.374653744493804,0.70791799711619,0.999944754498866,"No"
"Tpst1",1323.28460015925,-0.112881265267149,0.247441336097364,-0.456194050062567,0.648250443618372,0.999944754498866,"No"
"Brd9",865.402103595086,-0.112822535855726,0.221790724499958,-0.508689153300219,0.610970126482079,0.999944754498866,"No"
"Rnasek",768.822290340224,-0.112735400930313,0.27175968242745,-0.414834900907016,0.678262768369984,0.999944754498866,"No"
"Trp63",18.4885985116491,-0.112635284022527,1.68940511844146,-0.0666715655072934,0.946843171366981,0.999944754498866,"No"
"Mfhas1",389.520770844734,-0.112513241067495,0.685826968951243,-0.164054850802307,0.869687964003667,0.999944754498866,"No"
"Tmem167b",764.733050468586,-0.112456989897415,0.289230695924224,-0.388814159361833,0.697413625747377,0.999944754498866,"No"
"Gm57631",22.4446981188838,-0.112431997930224,0.988426860514802,-0.113748424310997,0.909437224556135,0.999944754498866,"No"
"Cetn2",524.762355509143,-0.112422637393936,0.261681758117507,-0.429615874651274,0.667475087489185,0.999944754498866,"No"
"Bloc1s3",183.44337958681,-0.112359614349799,0.512175158020642,-0.219377321586672,0.826356134519373,0.999944754498866,"No"
"Itpr2",94.7969217986089,-0.11223461844548,0.793878525987278,-0.141375052695755,0.887573661374672,0.999944754498866,"No"
"Sil1",407.453408660357,-0.112223781476411,0.305537071262234,-0.367300049754331,0.713395216977853,0.999944754498866,"No"
"Bcap31",2095.01700535085,-0.112128013898398,0.244575776688921,-0.458459195822222,0.646622571410398,0.999944754498866,"No"
"Ldb1",2842.85702513294,-0.112022025250611,0.138431025964934,-0.809226287746989,0.418384996743949,0.999944754498866,"No"
"Samhd1",3590.58011523719,-0.111826729286268,0.358932094457721,-0.311553998689409,0.755379498917875,0.999944754498866,"No"
"Rps6ka1",867.245948846568,-0.111824256021639,0.382719200386855,-0.292183553656588,0.770146285538689,0.999944754498866,"No"
"Ubxn2b",398.146582855108,-0.111815459145221,0.398115282629308,-0.280862011643333,0.778816238595625,0.999944754498866,"No"
"Pnisr",1272.08676281556,-0.111739689179693,0.27036921796794,-0.413285543448749,0.679397420298079,0.999944754498866,"No"
"Slf1",701.743109913075,-0.111658561894187,0.208722292546715,-0.534962320180513,0.592675912836986,0.999944754498866,"No"
"Elmo1",480.598183006866,-0.111614375984294,0.907925689078682,-0.122933382463883,0.902159850727036,0.999944754498866,"No"
"Tchp",274.305566313912,-0.111580906794045,0.272246078009768,-0.409853128499582,0.681913690334392,0.999944754498866,"No"
"Isca1",1114.48498288953,-0.111561871779093,0.271736261111615,-0.410552023210731,0.681401049405267,0.999944754498866,"No"
"Gm51792",12.5945203330508,-0.111554612108828,1.21885011804108,-0.0915244708579241,0.927075862902502,NA,"No"
"Epm2aip1",1375.55634225876,-0.111538031302777,0.357773659367059,-0.311755850053635,0.755226079439926,0.999944754498866,"No"
"D5Ertd579e",1263.9429171553,-0.111499755279799,0.258061717871047,-0.432066236711309,0.665693272985407,0.999944754498866,"No"
"Bola1",389.602473661631,-0.11144508536287,0.278886221346489,-0.399607713944428,0.689445473923569,0.999944754498866,"No"
"Icam5",47.4626962147869,-0.111146554312327,1.05316119117026,-0.105536128034515,0.915950404018617,0.999944754498866,"No"
"Tomm40l",595.333792634221,-0.111060246383529,0.302358624618299,-0.367312976515001,0.713385575723273,0.999944754498866,"No"
"Tmem214",1349.12348550111,-0.111041838332388,0.201402169743079,-0.551343803664279,0.581398015961979,0.999944754498866,"No"
"B3gnt5",12.0563903665042,-0.110871400583825,1.09008972924831,-0.101708508583306,0.918988048300596,NA,"No"
"Serhl",209.060695571948,-0.110860787635106,0.452504738038365,-0.244993650487935,0.806461347750788,0.999944754498866,"No"
"Zfp109",146.569606207897,-0.110819734232423,0.504694264218097,-0.219577954594177,0.826199862088667,0.999944754498866,"No"
"Resf1",1197.19037848315,-0.110779329424349,0.340082746932116,-0.325742280147077,0.744619352445603,0.999944754498866,"No"
"Acvr2a",509.28295391651,-0.110557467795749,0.420290027216098,-0.263050419083355,0.792511718267211,0.999944754498866,"No"
"Mcat",534.921364929424,-0.110509133542407,0.287870816576799,-0.38388446198375,0.701064083215253,0.999944754498866,"No"
"Alkbh6",251.386770790106,-0.110380316475332,0.382854787275748,-0.288308570622185,0.773110547162553,0.999944754498866,"No"
"Tmem62",124.992641998841,-0.110368918620616,0.572818024491779,-0.192677104947141,0.847211855063082,0.999944754498866,"No"
"Ccdc167",125.683343190406,-0.110198571260277,0.541972288733143,-0.203328792912762,0.838878052056545,0.999944754498866,"No"
"Bbs7",245.728380148981,-0.110162947568117,0.447048814852781,-0.246422636428182,0.805355085068431,0.999944754498866,"No"
"Cav2",670.554095533618,-0.110068199570266,0.401739100756931,-0.273979304884395,0.784100525666286,0.999944754498866,"No"
"Cttnbp2nl",992.787913411752,-0.110020935345511,0.311880517366221,-0.352766297409725,0.724263652192366,0.999944754498866,"No"
"Tefm",311.844122549821,-0.109833663996883,0.295202551868368,-0.372062041136618,0.709846657528119,0.999944754498866,"No"
"Ubb",25211.2454715711,-0.109676737541634,0.225457946871345,-0.486462061167532,0.626639597959688,0.999944754498866,"No"
"Luc7l",1832.43108322696,-0.109526650952343,0.226527270165526,-0.483503160005024,0.62873851658675,0.999944754498866,"No"
"Ctdsp1",2266.22221353502,-0.109518733491806,0.179238178482739,-0.611023468431158,0.541184043737459,0.999944754498866,"No"
"Mphosph9",725.28769507376,-0.109485855706614,0.296719071128516,-0.368988266545204,0.712136470580899,0.999944754498866,"No"
"Anapc4",1996.65638648748,-0.109431273722816,0.215713907343607,-0.507298185223192,0.611945611737974,0.999944754498866,"No"
"Tnfrsf21",311.848630322725,-0.109258946610695,0.557878098559071,-0.195847348897361,0.844729648571857,0.999944754498866,"No"
"Rilpl1",433.211257929668,-0.109242593158442,0.312550360889699,-0.349519971269507,0.726698980194344,0.999944754498866,"No"
"Rerg",382.52037476141,-0.109234588735192,2.34875302332826,-0.0465074819064643,0.962905770841774,0.999944754498866,"No"
"Dmxl1",1083.14352202981,-0.109123835860504,0.20079118754036,-0.543469248811378,0.586806758007524,0.999944754498866,"No"
"Hjurp",6978.04702563864,-0.10912111791468,0.290160246542943,-0.376071909280412,0.706863437155126,0.999944754498866,"No"
"Fam222b",551.163597010709,-0.10892866268884,0.235868917789324,-0.461818639394167,0.644211383049933,0.999944754498866,"No"
"Fkbp4",8506.28567623849,-0.108874070665745,0.210572998537252,-0.517037186258636,0.605130200460645,0.999944754498866,"No"
"Adcy7",961.883246025582,-0.108726723101157,0.964038833869684,-0.11278251381713,0.910202981833469,0.999944754498866,"No"
